,date,title,support,notes,tags,reviews,One Set,Set 1,Set 2,Set 3,Encore,2nd Encore,3rd Encore,Quarter 1,Quarter 2,Quarter 3,Quarter 4,Overtime
0,2019-10-19,"Georgia Theatre, Athens, GA, USA",,None,{'1': 'with Bombtrack (Rage Against the Machine) jam and quote'},,,,,,,,,,,,,
0,2019-10-23,"The Mill & Mine, Knoxville, TN, USA",,None,{'1': 'with Billie Jean (Michael Jackson) jam'},,,,,,,,,,,,,
0,2019-10-24,"""Suwannee Hulaween"" Spirit of the Suwannee Music Park, Live Oak, FL, USA",,['The Patch stage'],{},,,,,,,,,,,,,
0,2019-10-25,"""Suwannee Hulaween"" Spirit of the Suwannee Music Park, Live Oak, FL, USA",,['The Patch stage'],{},,,,,,,,,,,,,
0,2019-10-31,"The Anthem, Washington, DC, USA",Star Kitchen,"['Band was dressed as cops', 'last Message in a Bottle 08.12.2010 (931 shows)']","{'1': 'debut, The Police', '2': 'unfinished', '3': 'first time played in full', '4': 'with Crazy Train (Ozzy Osbourne) teases'}",,,,,,,,,,,,,
0,2019-11-01,"The Fillmore, Philadelphia, PA, USA",Star Kitchen,"[""with Freedom of '76 (Ween) fakeout before Freedom! '90""]","{'1': 'unfinished', '2': ""with Free Fallin' (Tom Petty) jam"", '3': 'with Pipeline (The Chantays) intro', '4': ""with The Bed's Too Big Without You (The Police) tease"", '5': 'with Steve Britz on percussion'}",,,,,,,,,,,,,
0,2019-11-02,"The Fillmore, Philadelphia, PA, USA",Star Kitchen,['last Bombtrack 12.30.2016 (268 shows)'],"{'1': 'completing the 11.01.2019 version', '2': 'with Marlon Lewis on drums and Kris on voals', '3': 'with James Casey on saxophone', '4': 'with Hysteria (Def Leppard) tease', '5': 'with Little Wing (Jimi Hendrix) tease in intro'}",,,,,,,,,,,,,
0,2019-11-08,"""The Woodlands Fall Music & Arts Fest"" The Woodlands Nature Reserve, Charleston, SC, USA",,['last Big Heart 06.07.2013 (618 shows)'],"{'1': 'debut, Arlo McKinley and the Free People ; with Arlo McKinley on vocals and Nick Blasky on drums'}",,,,,,,,,,,,,
0,2019-11-09,"""The Woodlands Fall Music & Arts Fest"" The Woodlands Nature Reserve, Charleston, SC, USA",,None,{'1': 'with Kanika Moore on vocals'},,,,,,,,,,,,,
0,2019-12-27,"Fillmore Auditorium, Denver, CO, USA",Pimps of Joytime,['last Full Frontal 01.14.2017 (268 shows)'],"{'1': 'with Soul Food I teases', '2': 'unfinished', '3': 'with Cowboys from Hell (Pantera) teases', '4': 'with La Grange (ZZ Top) jam and quotes', '5': 'with Working Day and Night (Michael Jackson) tease', '6': 'debut, Van Halen'}",,,,,,,,,,,,,
0,2019-12-28,"Fillmore Auditorium, Denver, CO, USA",Cycles,"['first set was in ""choose your own adventure"" style, with attendees voting for the next ""adventure"" live: Remind Me, Draconian, or Breaker; Professor Wormbog, Glory, or Dear Lord; The Fuzz >, Nemo >, or FF >; Maybe Someday, Crucial Taunt, or Triangle Tear; Red Tape, Similar Skin, or Mantis; Cemetery Walk, Uncle Wally, or Anchor Drops; Wizard Burial Ground, Cemetery Walk II, or Go to Hell']","{'1': 'unfinished', '2': 'with Over the Hills and Far Away (Led Zeppelin) tease', '3': ""with It's About That Time (Miles Davis) tease"", '4': 'debut, LCD Soundsystem'}",,,,,,,,,,,,,
0,2019-12-30,"Fillmore Auditorium, Denver, CO, USA",Kyle Hollingsworth Band,"['last Scenes from an Italian Restaurant 02.05.2010 (1,000 shows)']","{'1': 'with Kyle Hollingsworth on keys, and with Jeff Coffin on saxophone; ""Jimmy Stewarts"" with lyrics', '2': 'with Nick Gerlach on saxophone'}",,,,,,,,,,,,,
0,2019-12-31,"Fillmore Auditorium, Denver, CO, USA",,"['Mad Dog and his Filthy Little Secret horns were: Michael ""Mad Dog"" Mavridoglou on trumpet, Jeff Coffin on saxophone, Chris Ott on trombone, and Josh Quinlan on saxophone', 'last Headphones & Snowcones 08.12.2016 (304 shows)', 'last Dick in a Box 01.06.2007 (1,364 shows)', 'with Over the Hills and Far Away (Led Zeppelin) tease before Bullshit Anthem']","{'1': 'with You Belong to the City (Glen Frey) teases', '2': 'with Mad Dog and his Filthy Little Secret horns', '3': 'debut, David Bowie; with Mad Dog and his Filthy Little Secret horns', '4': 'debut, Olivia Newton-John; with Mad Dog and his Filthy Little Secret horns', '5': 'with Underworld (Super Mario Brothers) theme (Koji Kondo) teases; with Mad Dog and his Filthy Little Secret horns', '6': 'debut, original; with Mad Dog and his Filthy Little Secret horns', '7': 'debut, Jamiroquai; with Mad Dog and his Filthy Little Secret horns', '8': 'debut, Fantastic Negrito; with Mad Dog and his Filthy Little Secret horns', '9': 'with Auld Lang Syne (Burns) tease'}",,,,,,,,,,,,,
0,2018-01-11,"Stage AE, Pittsburgh, PA, USA",Big Something,"['with Pipeline (The Chantays) tease before Prowler', 'with YYZ (Rush) tease before Cheap Sunglasses']","{'1': 'with The Imperial March (John Williams) tease', '2': 'debut, original'}",,,,,,,,,,,,,
0,2018-01-12,"Taft Theatre, Cincinnati, OH, USA",Big Something,"['last Flying 11.07.2014 (295 shows)', 'with YYZ (Rush) tease before Pay the Snucka']","{'1': 'debut, Vangelis; with The Cincy Brass on horns and percussion', '2': 'with The Cincy Brass on horns and percussion; with When the Saints Go Marching In (trad.) jam', '3': 'with Everything In Its Right Place (Radiohead) jam', '4': 'debut, original'}",,,,,,,,,,,,,
0,2018-01-13,"Taft Theatre, Cincinnati, OH, USA",Big Something,['with You Really Got Me (The Kinks) tease before Ringo'],"{'1': '“dub” version', '2': 'with Cowboys from Hell (Pantera) teases', '3': 'with Casey Cranford on saxophone', '4': 'unfinished', '5': 'debut, original'}",,,,,,,,,,,,,
0,2018-01-14,"Park West, Chicago, IL, USA",,"[""it's not us Release Party""]","{'1': 'debut, original', '2': 'original version', '3': 'debut, original; with Brendan and Jake on acoustics', '4': 'with Brendan and Jake on acoustics'}",,,,,,,,,,,,,
0,2018-01-18,"""Backstory"" The Cutting Room, New York, NY, USA",,['the set was preceded by an interview with Alan Paul'],{},,,,,,,,,,,,,
0,2018-01-19,"Beacon Theatre, New York, NY, USA",,None,"{'1': 'with Oz Noy on guitar and Brendan on percussion and keys', '2': 'with Jake on keys; with Lose Yourself (Eminem) jam'}",,,,,,,,,,,,,
0,2018-01-20,"Beacon Theatre, New York, NY, USA",,"['last Paradise City 10.21.2004 (1,493 shows)']","{'1': 'one verse', '2': 'with Jake and Brendan on acoustic guitars', '3': 'with Peter Apfelbaum on saxophone and Mike Maher on trumpet', '4': 'with Eruption (Van Halen) tease'}",1 review(s),,,,,,,,,,,,
0,2018-01-21,"Beacon Theatre, New York, NY, USA",,"['for the band’s 20th anniversary show, all of the songs played were in order of debut, starting with 2017 and going back in time one year for each subsequent song']","{'1': 'unfinished', '2': 'incomplete', '3': 'with Can’t You Hear Me Knocking (The Rolling Stones) jam', '4': 'with Voodoo Child (Jimi Hendrix) teases; unfinished', '5': 'intro only', '6': 'with Divisions, 10th Grade, and Nachos for Two teases; also with Thunderstruck (AC/DC) tease'}",1 review(s),,,,,,,,,,,,
0,2018-01-25,"College Street Music Hall, New Haven, CT, USA",Nicole Atkins,None,"{'1': 'with Hysteria (Def Leppard) jam and Roundabout (Yes) teases', '2': 'with Feels So Good (Chuck Mangione) tease', '3': 'with Jake on keys', '4': ""with Don't Cry (Guns N' Roses) quote""}",,,,,,,,,,,,,
0,2018-01-26,"The Fillmore, Philadelphia, PA, USA",Nicole Atkins,['last Peter Gunn / Every Breath You Take 02.09.2013 (490 shows)'],"{'1': 'debut, The Pretenders; with Nicole Atkins on vocals', '2': 'with Jake on keys', '3': 'with YYZ (Rush) and Senor Mouse (Al Di Meola) teases'}",,,,,,,,,,,,,
0,2018-01-27,"The Fillmore, Philadelphia, PA, USA",Hayley Jane & The Primates,None,{'1': 'with Rhiannon (Fleetwood Mac) and Stairway to Heaven (Led Zeppelin) teases'},,,,,,,,,,,,,
0,2018-01-28,"Penn's Peak, Jim Thorpe, PA, USA",,"['last Wabash 03.26.2005 (1,445 shows); played in remembrance of Mike Mirro, who passed away on this day in 2014']","{'1': 'with Brendan and Jake on acoustics', '2': ""I Keep Forgettin' (Michael McDonald) jam and quotes""}",,,,,,,,,,,,,
0,2018-02-01,"Express Live!, Columbus, OH, USA",The Marcus King Band,None,"{'1': 'with Jake on keys; with reprise of ""turbo"" version', '2': 'with River People (Weather Report), Underworld Theme (Koji Kondo), and The Fuzz teases', '3': 'with Receiver (The New Deal) and Glide (The New Deal) teases'}",,,,,,,,,,,,,
0,2018-02-02,"Wings Event Center, Kalamazoo, MI, USA",The Marcus King Band,None,"{'1': 'with Decoy (Miles Davis) tease by Ryan', '2': 'with Steve Krojniewski on percussion', '3': 'unfinished'}",,,,,,,,,,,,,
0,2018-02-03,"Wings Event Center, Kalamazoo, MI, USA",The Marcus King Band,None,"{'1': 'with Marcus King on guitar and Deshawn Alexander on keyboards', '2': 'completing the 02.02.2018 version', '3': 'with Norwegian Wood (The Beatles) jam and Third Stone from the Sun (Jimi Hendrix) teases'}",,,,,,,,,,,,,
0,2018-02-15,"The Anthem, Washington, DC, USA",The Marcus King Band,None,"{'1': 'with Larry Keel on acoustic guitar, along with Brendan and Jake', '2': 'with Larry Keel on acoustic guitar', '3': 'with Divisions teases', '4': 'with Jake on keys'}",,,,,,,,,,,,,
0,2018-02-16,"Exploreasheville.com Arena, Asheville, NC, USA",The Marcus King Band,None,"{'1': 'with 25 Or 6 To 4 (Chicago) teases', '2': 'with Anesthesia (Pulling Teeth) (Metallica) and Human Nature (Michael Jackson) jams', '3': 'with Crazy Train (Ozzy Osbourne), Glide (The New Deal) , and Stairway to Heaven (Led Zeppelin) teases'}",,,,,,,,,,,,,
0,2018-02-17,"Exploreasheville.com Arena, Asheville, NC, USA",The Marcus King Band,None,{},,,,,,,,,,,,,
0,2018-02-18,"""Whigfest Music & Arts Festival"" The Ritz, Tampa, FL, USA",,['Main Stage'],"{'1': 'debut, original', '2': 'with The Ocean (Led Zeppelin) tease'}",,,,,,,,,,,,,
0,2018-03-07,"Belly Up Aspen, Aspen, CO, USA",,None,"{'1': 'unfinished', '2': 'with Gz and Hustlas (Snoop Dogg) teases'}",1 review(s),,,,,,,,,,,,
0,2018-03-08,"Belly Up Aspen, Aspen, CO, USA",,['with Everybody Wants You (Billy Squier) tease before Got Your Milk (Right Here)'],"{'1': 'with The Next Movement (The Roots) jam', '2': 'with Brendan and Jake on acoustics', '3': 'with Soul Food II teases'}",,,,,,,,,,,,,
0,2018-03-09,"Belly Up Aspen, Aspen, CO, USA",,None,{'1': 'reprise; completing the 03.07.2018 version'},,,,,,,,,,,,,
0,2018-03-10,"The Depot, Salt Lake City, UT, USA",,None,{},,,,,,,,,,,,,
0,2018-03-14,"The Wilma Theatre, Missoula, MT, USA",Russ Liquid Test,None,"{'1': 'with Jake on keys', '2': 'debut, Dire Straits', '3': ""with Back In Black (AC/DC) tease and Mulche's Odyssey jam""}",,,,,,,,,,,,,
0,2018-03-15,"Showbox at the Market, Seattle, WA, USA",Russ Liquid Test,None,{'1': 'with Sunset Cruise (Miami Nights 84) jam'},,,,,,,,,,,,,
0,2018-03-16,"Crystal Ballroom, Portland, OR, USA",Russ Liquid Test,None,"{'1': 'with Feels So Good (Chuck Mangione) teases', '2': 'with Brendan on bass, Jake on keys, Joel on guitar, Andy on drums, Kris on vocals, and Ryan on guitar'}",,,,,,,,,,,,,
0,2018-03-17,"Crystal Ballroom, Portland, OR, USA",Russ Liquid Test,None,"{'1': 'with Russell Scott on saxophone', '2': ""with It's About That Time (Miles Davis) jam""}",,,,,,,,,,,,,
0,2018-03-22,"Harrah’s Lake Tahoe South Shore Room, Stateline, NV, USA",Organ Freeman,None,"{'1': 'with So Fresh, So Clean (Outkast) and Dee (Randy Rhoads) teases'}",,,,,,,,,,,,,
0,2018-03-23,"The Fox Theater, Oakland, CA, USA",Organ Freeman,"[""last Tonight I'm Gonna Rock You Tonight 12.11.2004 (1,488 shows)"", 'last National Loser Anthem 03.20.2015 (282 shows)']","{'1': 'with Brendan and Jake on acoustics', '2': 'with David Kaffinetti (aka Viv Savage of Spinal Tap) on keys', '3': 'Ryan solo'}",,,,,,,,,,,,,
0,2018-03-24,"The Wiltern, Los Angeles, CA, USA",Organ Freeman,"['with Start Me Up (Rolling Stones), Pipeline (The Chantays), and YYZ (Rush) teases before Maybe Someday']","{'1': 'with Jake on keys; with Baker Street (Gerry Rafterty) tease', '2': 'with Canary In a Coal Mine (The Police) jam'}",,,,,,,,,,,,,
0,2018-03-25,"The Observatory North Park, San Diego, CA, USA",Organ Freeman,['last Release 11.01.2014 (329 shows)'],"{'1': 'with Trevor Steer on keys', '2': 'with The Spirit of Radio (Rush) tease and Home (The New Deal) jam'}",,,,,,,,,,,,,
0,2018-04-22,"""SweetWater 420 Fest"" Centennial Olympic Park, Atlanta, GA, USA",,None,"{'1': 'with Brandon ""Taz"" Niederauer on guitar'}",,,,,,,,,,,,,
0,2018-05-17,"Paper Mill Island Amphitheater, Baldwinsville, NY, USA",,None,{'1': 'original version'},,,,,,,,,,,,,
0,2018-05-18,"The Strand, Providence, RI, USA",The Trongone Band,None,"{'1': 'with Ain', '2': ""with Ain't Talkin' 'bout Love (Van Halen) tease"", '3': 'with The Fuzz teases', '4': 'with Bombtrack (Rage Against the Machine) jam and quote', '5': 'with Another Brick in the Wall (Part 2) (Pink Floyd) teases'}",,,,,,,,,,,,,
0,2018-05-19,"Hampton Beach Casino Ballroom, Hampton Beach, NH, USA",The Trongone Band,['last How Many More Times 12.04.2014 (326 shows)'],{'1': 'with Third Stone from the Sun (Jimi Hendrix) tease'},,,,,,,,,,,,,
0,2018-05-24,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA",,"['Red Barn', 'late night show']",{'1': 'with Today (Smashing Pumpkins) teases'},,,,,,,,,,,,,
0,2018-05-25,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA",,['Sunshine Stage'],"{'1': 'debut, original', '2': 'with Eric ""Benny"" Bloom on trumpet and Ryan Zoidis on saxophone', '3': 'with Eric ""Benny"" Bloom on trumpet, Ryan Zoidis on saxophone, and Mike Racky on pedal steel', '4': 'with Nigel Hall on keyboards', '5': 'with Baba O’Reilly (The Who) tease', '6': 'with Ring of Fire (Johnny Cash) tease'}",1 review(s),,,,,,,,,,,,
0,2018-05-26,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA",,['Sunshine Stage'],"{'1': 'debut, original'}",,,,,,,,,,,,,
0,2018-05-27,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA",,['Sunshine Stage'],"{'1': 'debut, original'}",,,,,,,,,,,,,
0,2018-05-31,"The Grove at Patriots Point, Mt. Pleasant, SC, USA",Perpetual Groove,['show played as one set due to the weather'],"{'1': 'with Dr. Feelgood (Mötley Crüe) jam', '2': 'debut, original'}",,,,,,,,,,,,,
0,2018-06-01,"""Mountain Music Festival"" ACE Adventure Resort, Minden, WV, USA",,None,{'1': 'with Walk (Pantera) tease and quote'},,,,,,,,,,,,,
0,2018-06-02,"""Mountain Music Festival"" ACE Adventure Resort, Minden, WV, USA",,None,{},,,,,,,,,,,,,
0,2018-06-28,"Canalside, Buffalo, NY, USA",Big Something,None,"{'1': 'with Close Encounters of the Third Kind theme (John Williams) tease', '2': 'with Norwegian Wood (The Beatles) jam'}",,,,,,,,,,,,,
0,2018-06-29,"House of Blues, Boston, MA, USA",Big Something,['last Debra  05.25.2013 (492 shows)'],{},,,,,,,,,,,,,
0,2018-06-30,"Stone Pony Summerstage, Asbury Park, NJ, USA",,['Walk was played in remembrance of Vinnie Paul'],"{'1': 'debut, Pantera'}",,,,,,,,,,,,,
0,2018-07-05,"Red Rocks Amphitheatre, Morrison, CO, USA",Lotus,"['with The Star-Spangled Banner (Francis Scott Key) tease before Wife Soup', 'last Proverbial 12.30.2014 (335 shows)']","{'1': 'unfinished', '2': ""with Rapper's Delight (The Sugar Hill Gang) jam"", '3': 'with The Star-Spangled Banner (Francis Scott Key) tease'}",,,,,,,,,,,,,
0,2018-07-06,"Red Rocks Amphitheatre, Morrison, CO, USA",Papadosio,None,"{'1': '""Jimmy Stewart"" with lyrics', '2': 'debut, original'}",,,,,,,,,,,,,
0,2018-07-07,"Red Rocks Amphitheatre, Morrison, CO, USA",The Record Company,None,"{'1': 'with Sweet Emotion (Aerosmith) tease', '2': 'debut, Bonnie Tyler; with Jen Hartswick on vocals and trumpet'}",,,,,,,,,,,,,
0,2018-07-14,"""Great South Bay Music Festival"" Shorefront Park, Patchogue, NY, USA",,None,{'1': 'with REW teases'},,,,,,,,,,,,,
0,2018-07-20,"""The Peach Music Festival"" Montage Mountain, Scranton, PA, USA",,['Peach Stage'],"{'1': 'with Gents tease', '2': 'with Bombtrack (Rage Against the Machine) tease', '3': 'debut, The Rolling Stones; with Chris Brouwers on trumpet, and Greg Sanderson and Josh Schwartz on saxophones', '4': 'with Chris Brouwers on trumpet, and Greg Sanderson and Josh Schwartz on saxophones'}",,,,,,,,,,,,,
0,2018-08-04,"""The Werk Out Festival"" Legend Valley Music Center, Thornville, OH, USA",,None,"{'1': 'with Norwegian Wood (The Beatles) teases', '2': 'with One Nation Under A Groove (Funkadelic) teases'}",,,,,,,,,,,,,
0,2018-08-09,"Cain's Ballroom, Tulsa, OK, USA",Spafford,None,"{'1': ""with Hangover and Wanna Be Startin' Somethin' (Michael Jackson) teases""}",,,,,,,,,,,,,
0,2018-08-10,"""Major Rager St. Louis"" Chesterfield Amphitheater, Chesterfield, MO, USA",Spafford,None,{},,,,,,,,,,,,,
0,2018-08-11,"Farm Bureau Insurance Lawn at White River State Park, Indianapolis, IN, USA",Spafford,"['with Divisions fakeout before Birthday', 'with Divisions fakeout and 10th Grade tease before Divisions', 'last Mean Mr. Mustard 04.26.2013 (508 shows)', 'last Mean Polythene Pam 04.26.2013 (508 shows)', 'last Birthday 04.18.2009 (969 shows)']","{'1': 'with Third Stone from the Sun (Jimi Hendrix) teases', '2': 'instrumental version', '3': 'with One (Metallica) teases'}",,,,,,,,,,,,,
0,2018-08-12,"Avondale Brewing Company, Birmingham, AL, USA",Spafford,None,"{'1': 'debut, Dobie Gray; with Taylor Hicks', '2': 'with The Emperor (Donald Byrd) teases from Ryan and Joel', '3': 'with Feels So Good (Chuck Mangione) tease from Brendan'}",,,,,,,,,,,,,
0,2018-08-16,"House of Blues, Lake Buena Vista, FL, USA",Spafford,None,"{'1': 'with Roosevelt Collier on steel guitar', '2': 'with Respect (Aretha Franklin) jam/quote; with Jake on keys'}",,,,,,,,,,,,,
0,2018-08-17,"The Fillmore Miami Beach, Miami Beach, FL, USA",Spafford,['with Xxplosive (Dr. Dre) tease before Upward'],"{'1': 'with Stranglehold (Ted Nugent) jam', '2': 'with ""Zsa Zsa Gabor, Fifi"" quote', '3': 'with Kashmir (Led Zeppelin) jam'}",1 review(s),,,,,,,,,,,,
0,2018-08-18,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Spafford,None,{},1 review(s),,,,,,,,,,,,
0,2018-08-19,"Tennessee Theatre, Knoxville, TN, USA",,['with You Really Got Me (Van Halen) tease before Seasons'],"{'1': 'with The Next Movement (The Roots) jam; ""Jimmy Stewart"" with lyrics', '2': 'with Go to Hell tease', '3': 'with Freekbass replacing Ryan on bass', '4': 'with Over the Hills and Far Away (Led Zeppelin) jam'}",,,,,,,,,,,,,
0,2018-08-23,"""LOCKN' Music Festival"" Oak Ridge Estate, Arrington, VA, USA",,"['Lettuce played between sets', ""second set began with Lettuce playing Hang Up Your Hangups as the stage rotated; the stage stopped rotating half-way as both bands played, allowing the Lettuce horns to join Umphrey's""]","{'1': 'with Eric ""Benny"" Bloom on trumpet and Ryan Zoidis on saxophone', '2': 'unfinished'}",,,,,,,,,,,,,
0,2018-08-24,"""LOCKN' Music Festival"" Oak Ridge Estate, Arrington, VA, USA",,"['with Witchy Woman (The Eagles) tease before When the Levee Breaks ', 'with The Rain Song (Led Zeppelin) tease before Whole Lotta Love', 'last When the Levee Breaks 07.07.2012 (608 shows)', 'last Whole Lotta Love 02.14.2014  (444 shows)']","{'1': 'with Jason Bonham on drums', '2': 'debut, Led Zeppelin; with Jason Bonham on drums', '3': 'with Jason Bonham on drums and Taylor Hicks on harmonica and vocals', '4': 'with Jason Bonham on drums, Derek Trucks on guitar, and Kris on vocals (no drums)'}",,,,,,,,,,,,,
0,2018-08-25,"Iroquois Amphitheater, Louisville, KY, USA",,"['with Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease before 1348', 'last Raymond 04.03.2014 (424 shows)']","{'1': 'original version', '2': 'with Crazy Train (Ozzy Osbourne) teases', '3': 'with Rhiannon (Fleetwood Mac) and Stairway to Heaven (Led Zeppelin) teases', '4': ""with It's About That Time (Miles Davis) teases in intro""}",,,,,,,,,,,,,
0,2018-08-30,"The Joy  Theater, New Orleans, LA, USA",The Nth Power,None,"{'1': 'ending; completing the 04.14.2016 version', '2': ""with Stairway to Heaven (Led Zeppelin), (Don't Fear) The Reaper (Blue Oyster Cult), and Rhiannon (Fleetwood Mac) teases""}",,,,,,,,,,,,,
